
		Printed:
	    28/08/2021

		Title:
		History Search - CMS

Date;From 01 Apr 18 To 19 Jun 21
Fleet;VJC_all
A/C Type;A320
A/C ID;VN-A690
Message Type;ALL
Ata - subAta;ALL - ALL
Correlated;ALL
Text;ALL


Fault Tracking;Leg;A/C ID;Flight Number;Flight phase;Date Time;Transmission Date;ATA;Source;Title;Priority;Correlated;Report;Work;Note
;-6557;VN-A690;VJ448;06-CRUISE;08 May 18 - 03:12;08 May 18 - 03:29;344334;ATC 2;ATC 2:NO DATA FROM TCAS;;No;CFR;;
;-6551;VN-A690;VJ120;02-ENG START;08 May 18 - 22:30;08 May 18 - 22:31;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6550;VN-A690;VJ125;02-ENG START;09 May 18 - 00:55;09 May 18 - 00:56;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6549;VN-A690;VJ276;02-ENG START;09 May 18 - 04:00;09 May 18 - 04:01;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6549;VN-A690;VJ276;02-ENG START;09 May 18 - 04:00;09 May 18 - 04:01;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6549;VN-A690;VJ276;03-ENG TO PWR;09 May 18 - 04:06;09 May 18 - 04:08;231133;HF 1;HF1(3RE1);;No;CFR;;
;-6547;VN-A690;VJ279;06-CRUISE;09 May 18 - 07:24;09 May 18 - 07:26;344334;ATC 1;ATC 1:NO DATA FROM TCAS;;No;CFR;;
;-6546;VN-A690;VJ310;02-ENG START;09 May 18 - 09:25;09 May 18 - 09:26;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6546;VN-A690;VJ310;02-ENG START;09 May 18 - 09:25;09 May 18 - 09:26;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6543;VN-A690;VJ286;02-ENG START;09 May 18 - 13:54;09 May 18 - 13:55;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6543;VN-A690;VJ286;02-ENG START;09 May 18 - 13:54;09 May 18 - 13:55;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6543;VN-A690;VJ286;06-CRUISE;09 May 18 - 15:07;09 May 18 - 15:20;752210;EIU1FADEC;LPTC VLV, HMU ENG1B;;No;CFR;;
;-6543;VN-A690;VJ286;06-CRUISE;09 May 18 - 15:06;09 May 18 - 15:20;7700;;ENG 1 FADEC;;No;CFR;;
;-6540;VN-A690;VJ212;02-ENG START;09 May 18 - 23:27;09 May 18 - 23:28;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6540;VN-A690;VJ212;06-CRUISE;10 May 18 - 00:09;10 May 18 - 00:10;344334;ATC 1;ATC 1:NO DATA FROM TCAS;;No;CFR;;
;-6539;VN-A690;VJ713;02-ENG START;10 May 18 - 01:32;10 May 18 - 01:56;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6538;VN-A690;VJ713;06-CRUISE;10 May 18 - 02:30;10 May 18 - 02:30;7700;;ENG 1 FADEC;;No;CFR;;
;-6538;VN-A690;VJ713;06-CRUISE;10 May 18 - 02:30;10 May 18 - 02:31;752210;EIU1FADEC;LPTC VLV, HMU ENG1A;;No;CFR;;
;-6536;VN-A690;VJ712;06-CRUISE;10 May 18 - 04:01;10 May 18 - 04:01;7700;;ENG 1 FADEC;;No;CFR;;
;-6536;VN-A690;VJ712;06-CRUISE;10 May 18 - 04:01;10 May 18 - 04:02;752210;EIU1FADEC;LPTC VLV, HMU ENG1B;;No;CFR;;
;-6533;VN-A690;VJ327;02-ENG START;10 May 18 - 08:19;10 May 18 - 08:20;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6530;VN-A690;VJ396;02-ENG START;10 May 18 - 11:30;10 May 18 - 11:31;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6530;VN-A690;VJ396;02-ENG START;10 May 18 - 11:30;10 May 18 - 11:31;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6530;VN-A690;VJ396;06-CRUISE;10 May 18 - 12:12;10 May 18 - 12:13;7700;;ENG 1 FADEC;;No;CFR;;
;-6530;VN-A690;VJ396;06-CRUISE;10 May 18 - 12:13;10 May 18 - 12:14;752210;EIU1FADEC;LPTC VLV, HMU ENG1B;;No;CFR;;
;-6525;VN-A690;VJ256;02-ENG START;10 May 18 - 23:04;10 May 18 - 23:06;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6522;VN-A690;VJ803;02-ENG START;11 May 18 - 04:30;11 May 18 - 04:31;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6521;VN-A690;VJ804;02-ENG START;11 May 18 - 07:01;11 May 18 - 07:19;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6516;VN-A690;VJ158;06-CRUISE;11 May 18 - 14:49;11 May 18 - 14:50;7700;;ENG 1 FADEC;;No;CFR;;
;-6516;VN-A690;VJ158;06-CRUISE;11 May 18 - 14:49;11 May 18 - 14:51;752210;EIU1FADEC;LPTC VLV, HMU ENG1B;;No;CFR;;
;-6514;VN-A690;VJ193;02-ENG START;11 May 18 - 15:56;11 May 18 - 15:57;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6512;VN-A690;VJ270;02-ENG START;11 May 18 - 23:25;11 May 18 - 23:26;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6512;VN-A690;VJ270;06-CRUISE;11 May 18 - 23:45;11 May 18 - 23:46;231133;HF 1;HF1(3RE1);;No;CFR;;
;-6512;VN-A690;VJ270;06-CRUISE;11 May 18 - 23:46;11 May 18 - 23:47;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6509;VN-A690;VJ288;02-ENG START;12 May 18 - 04:32;12 May 18 - 04:33;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6509;VN-A690;VJ288;06-CRUISE;12 May 18 - 05:56;12 May 18 - 05:57;752210;EIU1FADEC;LPTC VLV, HMU ENG1B;;No;CFR;;
;-6509;VN-A690;VJ288;06-CRUISE;12 May 18 - 05:55;12 May 18 - 05:57;7700;;ENG 1 FADEC;;No;CFR;;
;-6506;VN-A690;VJ805;02-ENG START;12 May 18 - 10:07;12 May 18 - 10:08;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6503;VN-A690;VJ316;02-ENG START;12 May 18 - 15:25;12 May 18 - 15:27;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR;;
;-6501;VN-A690;VJ315;06-CRUISE;12 May 18 - 17:33;12 May 18 - 17:34;344333;CFDS;NO TCAS DATA;;No;CFR;;
;-6500;VN-A690;VJ256;02-ENG START;12 May 18 - 23:15;12 May 18 - 23:16;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6493;VN-A690;VJ244;02-ENG START;13 May 18 - 10:04;13 May 18 - 10:05;231313;RMP1,2OR3;RMP3(1RG3)/RMP2(1RG2);;No;CFR;;
;-6493;VN-A690;VJ244;02-ENG START;13 May 18 - 10:04;13 May 18 - 10:05;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6493;VN-A690;VJ244;02-ENG START;13 May 18 - 10:04;13 May 18 - 10:05;231313;RMP1,2OR3;RMP3(1RG3)/RMP1(1RG1);;No;CFR;;
;-6490;VN-A690;VJ356;02-ENG START;13 May 18 - 14:59;13 May 18 - 15:00;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6484;VN-A690;VJ370;02-ENG START;13 May 18 - 23:15;13 May 18 - 23:16;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6481;VN-A690;VJ339;02-ENG START;14 May 18 - 03:21;14 May 18 - 03:22;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6478;VN-A690;VJ329;02-ENG START;14 May 18 - 06:23;14 May 18 - 06:24;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6475;VN-A690;VJ244;02-ENG START;14 May 18 - 10:12;14 May 18 - 10:13;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6459;VN-A690;VJ168;09-80 KTS;15 May 18 - 16:26;15 May 18 - 16:26;4900;;APU;;Yes;CFR;;
;-6446;VN-A690;VJ170;06-CRUISE;16 May 18 - 18:00;16 May 18 - 18:01;344333;CFDS;NO TCAS DATA;;No;CFR;;
;-6445;VN-A690;VJ421;02-ENG START;17 May 18 - 00:11;17 May 18 - 00:12;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6441;VN-A690;VJ759;02-ENG START;17 May 18 - 04:06;17 May 18 - 04:31;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR;;
;-6441;VN-A690;VJ759;06-CRUISE;17 May 18 - 04:56;17 May 18 - 04:57;231133;HF 1;HF1(3RE1);;No;CFR;;
;-6440;VN-A690;VJ422;02-ENG START;17 May 18 - 06:02;17 May 18 - 06:17;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR;;
;-6437;VN-A690;VJ515;02-ENG START;17 May 18 - 08:29;17 May 18 - 08:31;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR;;
;-6432;VN-A690;VJ527;02-ENG START;17 May 18 - 16:24;17 May 18 - 16:26;231133;HF 1;HF1 CPLR1(4RE1)/COAX/ FEEDER(6RE1)/ANT(5RE);;No;CFR;;
;-6430;VN-A690;VJ123;02-ENG START;17 May 18 - 22:34;17 May 18 - 22:35;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6429;VN-A690;VJ801;09-80 KTS;18 May 18 - 00:26;18 May 18 - 00:27;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6429;VN-A690;VJ801;05-LIFT OFF;18 May 18 - 01:55;18 May 18 - 01:56;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6415;VN-A690;VJ212;02-ENG START;19 May 18 - 05:17;19 May 18 - 05:18;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6407;VN-A690;VJ174;02-ENG START;19 May 18 - 16:21;19 May 18 - 16:22;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6406;VN-A690;VJ433;02-ENG START;20 May 18 - 00:11;20 May 18 - 00:12;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6406;VN-A690;VJ433;02-ENG START;20 May 18 - 00:11;20 May 18 - 00:12;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6406;VN-A690;VJ433;06-CRUISE;20 May 18 - 00:45;20 May 18 - 00:45;7700;;ENG 1 FADEC;;No;CFR;;
;-6406;VN-A690;VJ433;06-CRUISE;20 May 18 - 00:45;20 May 18 - 00:47;752210;EIU1FADEC;LPTC VLV, HMU ENG1A;;No;CFR;;
;-6403;VN-A690;VJ453;02-ENG START;20 May 18 - 04:38;20 May 18 - 04:39;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6403;VN-A690;VJ453;02-ENG START;20 May 18 - 04:38;20 May 18 - 04:39;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6403;VN-A690;VJ453;06-CRUISE;20 May 18 - 05:34;20 May 18 - 05:36;344333;CFDS;NO TCAS DATA;;No;CFR;;
;-6403;VN-A690;VJ453;06-CRUISE;20 May 18 - 06:11;20 May 18 - 06:11;7700;;ENG 1 FADEC;;No;CFR;;
;-6403;VN-A690;VJ453;06-CRUISE;20 May 18 - 06:11;20 May 18 - 06:13;752210;EIU1FADEC;LPTC VLV, HMU ENG1A;;No;CFR;;
;-6402;VN-A690;VJ452;09-80 KTS;20 May 18 - 06:44;20 May 18 - 07:38;7700;;ENG 1 FADEC;;No;CFR;;
;-6400;VN-A690;VJ493;02-ENG START;20 May 18 - 10:15;20 May 18 - 10:16;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6400;VN-A690;VJ493;02-ENG START;20 May 18 - 10:14;20 May 18 - 10:16;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6400;VN-A690;VJ493;06-CRUISE;20 May 18 - 11:22;20 May 18 - 11:22;7700;;ENG 1 FADEC;;No;CFR;;
;-6400;VN-A690;VJ493;06-CRUISE;20 May 18 - 11:22;20 May 18 - 11:24;752210;EIU1FADEC;LPTC VLV, HMU ENG1A;;No;CFR;;
;-6395;VN-A690;VJ121;06-CRUISE;21 May 18 - 00:07;21 May 18 - 00:08;304234;CFDS;NO WHC 2 DATA;;No;CFR;;
;-6395;VN-A690;VJ121;09-80 KTS;21 May 18 - 00:22;21 May 18 - 00:22;4900;;APU;;Yes;CFR;;
;-6394;VN-A690;VJ321;02-ENG START;21 May 18 - 01:15;21 May 18 - 01:16;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6391;VN-A690;VJ288;06-CRUISE;21 May 18 - 06:10;21 May 18 - 06:11;231133;HF 1;HF1(3RE1);;No;CFR;;
;-6388;VN-A690;VJ244;02-ENG START;21 May 18 - 10:20;21 May 18 - 10:21;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6385;VN-A690;VJ282;02-ENG START;21 May 18 - 15:19;21 May 18 - 15:20;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6382;VN-A690;VJ256;02-ENG START;21 May 18 - 23:14;21 May 18 - 23:15;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6381;VN-A690;VJ255;02-ENG START;22 May 18 - 01:34;22 May 18 - 01:48;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6380;VN-A690;VJ255;09-80 KTS;22 May 18 - 03:23;22 May 18 - 03:23;4900;;APU;;Yes;CFR;;
;-6379;VN-A690;VJ803;02-ENG START;22 May 18 - 04:26;22 May 18 - 04:27;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6376;VN-A690;VJ834;02-ENG START;22 May 18 - 10:35;22 May 18 - 10:36;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6372;VN-A690;VJ334;02-ENG START;22 May 18 - 15:17;22 May 18 - 15:24;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6371;VN-A690;VJ172;02-ENG START;22 May 18 - 17:21;22 May 18 - 17:22;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6370;VN-A690;VJ491;02-ENG START;23 May 18 - 00:47;23 May 18 - 00:48;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6363;VN-A690;VJ407;02-ENG START;23 May 18 - 09:18;23 May 18 - 09:19;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6362;VN-A690;VJ404;02-ENG START;23 May 18 - 11:26;23 May 18 - 11:37;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6360;VN-A690;VJ401;02-ENG START;23 May 18 - 14:22;23 May 18 - 14:25;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6360;VN-A690;VJ401;06-CRUISE;23 May 18 - 15:07;23 May 18 - 15:10;343631;IR 3;MMR1-GPSSU1(40RT1-1SN1);;No;CFR;;
;-6359;VN-A690;VJ692;02-ENG START;23 May 18 - 16:32;23 May 18 - 16:41;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6357;VN-A690;VJ751;02-ENG START;23 May 18 - 23:32;23 May 18 - 23:39;284634;FUEL;FUEL LEVEL SENSING FLSCU2 9QJ;;No;CFR;;
;-6357;VN-A690;VJ751;02-ENG START;23 May 18 - 23:32;23 May 18 - 23:39;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6355;VN-A690;VJ750;02-ENG START;24 May 18 - 01:38;24 May 18 - 01:55;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6350;VN-A690;VJ768;06-CRUISE;24 May 18 - 07:15;24 May 18 - 07:16;231133;HF 1;HF1(3RE1);;No;CFR;;
;-6349;VN-A690;VJ693;02-ENG START;24 May 18 - 09:11;24 May 18 - 09:20;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6348;VN-A690;VJ693;06-CRUISE;24 May 18 - 10:22;24 May 18 - 10:22;7700;;ENG 1 FADEC;;No;CFR;;
;-6348;VN-A690;VJ693;06-CRUISE;24 May 18 - 10:22;24 May 18 - 10:23;752210;EIU1FADEC;LPTC VLV, HMU ENG1A;;No;CFR;;
;-6345;VN-A690;VJ401;06-CRUISE;24 May 18 - 15:06;24 May 18 - 15:11;7700;;ENG 1 FADEC;;No;CFR;;
;-6345;VN-A690;VJ401;06-CRUISE;24 May 18 - 15:06;24 May 18 - 15:12;752210;EIU1FADEC;LPTC VLV, HMU ENG1A;;No;CFR;;
;-6344;VN-A690;VJ692;02-ENG START;24 May 18 - 16:14;24 May 18 - 16:28;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6341;VN-A690;VJ671;02-ENG START;24 May 18 - 23:42;24 May 18 - 23:57;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6341;VN-A690;VJ671;06-CRUISE;25 May 18 - 00:30;25 May 18 - 00:31;344333;CFDS;NO TCAS DATA;;No;CFR;;
;-6339;VN-A690;VJ670;05-LIFT OFF;25 May 18 - 02:01;25 May 18 - 02:19;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6331;VN-A690;VJ412;06-CRUISE;25 May 18 - 12:19;25 May 18 - 12:23;344334;ATC 1;ATC 1:NO DATA FROM TCAS;;No;CFR;;
;-6330;VN-A690;VJ401;02-ENG START;25 May 18 - 14:16;25 May 18 - 14:25;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6326;VN-A690;VJ751;02-ENG START;25 May 18 - 23:40;25 May 18 - 23:47;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6323;VN-A690;VJ767;02-ENG START;26 May 18 - 03:48;26 May 18 - 03:59;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6322;VN-A690;VJ767;06-CRUISE;26 May 18 - 05:12;26 May 18 - 05:13;7700;;ENG 1 FADEC;;No;CFR;;
;-6322;VN-A690;VJ767;06-CRUISE;26 May 18 - 05:12;26 May 18 - 05:13;752210;EIU1FADEC;LPTC VLV, HMU ENG1A;;No;CFR;;
;-6321;VN-A690;VJ768;02-ENG START;26 May 18 - 06:39;26 May 18 - 06:49;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6319;VN-A690;VJ693;02-ENG START;26 May 18 - 09:35;26 May 18 - 09:42;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6315;VN-A690;VJ407;02-ENG START;26 May 18 - 14:20;26 May 18 - 14:21;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6315;VN-A690;VJ407;02-ENG START;26 May 18 - 14:20;26 May 18 - 14:21;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6312;VN-A690;VJ449;02-ENG START;27 May 18 - 00:16;27 May 18 - 00:17;284634;FUEL;FUEL LEVEL SENSING FLSCU2 9QJ;;No;CFR;;
;-6312;VN-A690;VJ449;02-ENG START;27 May 18 - 00:16;27 May 18 - 00:17;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6307;VN-A690;VJ431;02-ENG START;27 May 18 - 12:13;27 May 18 - 12:14;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6307;VN-A690;VJ431;06-CRUISE;27 May 18 - 12:23;27 May 18 - 12:24;228334;AFS;AFS:FMGC2;;No;CFR;;
;-6307;VN-A690;VJ431;06-CRUISE;27 May 18 - 12:48;27 May 18 - 12:50;344333;CFDS;NO TCAS DATA;;No;CFR;;
;-6304;VN-A690;VJ461;02-ENG START;28 May 18 - 00:16;28 May 18 - 00:18;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6301;VN-A690;VJ701;02-ENG START;28 May 18 - 04:58;28 May 18 - 04:59;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6297;VN-A690;VJ958;06-CRUISE;28 May 18 - 13:22;28 May 18 - 13:26;344333;CFDS;NO TCAS DATA;;No;CFR;;
;-6296;VN-A690;VJ183;02-ENG START;28 May 18 - 15:48;28 May 18 - 15:54;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6295;VN-A690;VJ256;02-ENG START;28 May 18 - 23:04;28 May 18 - 23:05;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6295;VN-A690;VJ256;06-CRUISE;28 May 18 - 23:18;28 May 18 - 23:19;231133;HF 1;HF1(3RE1);;No;CFR;;
;-6292;VN-A690;VJ220;02-ENG START;29 May 18 - 04:09;29 May 18 - 04:10;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6282;VN-A690;VJ256;02-ENG START;29 May 18 - 23:12;29 May 18 - 23:14;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6276;VN-A690;VJ327;02-ENG START;30 May 18 - 08:18;30 May 18 - 08:19;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6268;VN-A690;VJ278;02-ENG START;31 May 18 - 00:24;31 May 18 - 00:25;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6265;VN-A690;VJ372;02-ENG START;31 May 18 - 05:50;31 May 18 - 05:51;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6262;VN-A690;VJ308;02-ENG START;31 May 18 - 09:42;31 May 18 - 09:43;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6254;VN-A690;VJ270;02-ENG START;31 May 18 - 23:25;31 May 18 - 23:26;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6254;VN-A690;VJ270;06-CRUISE;31 May 18 - 23:56;31 May 18 - 23:58;231133;HF 1;HF1(3RE1);;No;CFR;;
;-6251;VN-A690;VJ386;05-LIFT OFF;01 Jun 18 - 05:02;01 Jun 18 - 05:03;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6248;VN-A690;VJ246;02-ENG START;01 Jun 18 - 08:42;01 Jun 18 - 08:43;228334;AFS;AFS:CHECK FMGC2;;No;CFR;;
;-6248;VN-A690;VJ246;02-ENG START;01 Jun 18 - 08:42;01 Jun 18 - 08:43;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6248;VN-A690;VJ246;02-ENG START;01 Jun 18 - 08:42;01 Jun 18 - 08:43;228334;AFS;AFS:CHECK FMGC1;;No;CFR;;
;-6248;VN-A690;VJ246;06-CRUISE;01 Jun 18 - 09:05;01 Jun 18 - 09:06;231133;HF 1;HF1(3RE1);;No;CFR;;
;-6245;VN-A690;VJ250;02-ENG START;01 Jun 18 - 13:45;01 Jun 18 - 13:54;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6245;VN-A690;VJ250;02-ENG START;01 Jun 18 - 13:45;01 Jun 18 - 13:54;228334;AFS;AFS:CHECK FMGC1;;No;CFR;;
;-6245;VN-A690;VJ250;02-ENG START;01 Jun 18 - 13:45;01 Jun 18 - 13:54;228334;AFS;AFS:CHECK FMGC2;;No;CFR;;
;-6242;VN-A690;VJ626;02-ENG START;01 Jun 18 - 22:38;01 Jun 18 - 22:39;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6235;VN-A690;VJ224;02-ENG START;02 Jun 18 - 13:09;02 Jun 18 - 13:11;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6223;VN-A690;VJ396;02-ENG START;03 Jun 18 - 12:50;03 Jun 18 - 12:52;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6219;VN-A690;VJ421;02-ENG START;04 Jun 18 - 00:25;04 Jun 18 - 00:26;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6216;VN-A690;VJ779;02-ENG START;04 Jun 18 - 04:29;04 Jun 18 - 04:30;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6214;VN-A690;VJ774;06-CRUISE;04 Jun 18 - 07:57;04 Jun 18 - 08:15;344334;ATC 1;ATC 1:NO DATA FROM TCAS;;No;CFR;;
;-6209;VN-A690;VJ123;02-ENG START;04 Jun 18 - 22:47;04 Jun 18 - 22:48;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6208;VN-A690;VJ801;02-ENG START;05 Jun 18 - 02:10;05 Jun 18 - 02:11;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6204;VN-A690;VJ814;02-ENG START;05 Jun 18 - 09:50;05 Jun 18 - 09:51;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6201;VN-A690;VJ270;02-ENG START;05 Jun 18 - 23:05;05 Jun 18 - 23:06;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6198;VN-A690;VJ386;02-ENG START;06 Jun 18 - 04:25;06 Jun 18 - 04:26;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6189;VN-A690;VJ270;02-ENG START;06 Jun 18 - 23:25;06 Jun 18 - 23:26;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6189;VN-A690;VJ270;06-CRUISE;07 Jun 18 - 00:07;07 Jun 18 - 00:07;3011;;WING A.ICE SYS FAULT;Medium;Yes;CFR;;
;-6189;VN-A690;VJ270;06-CRUISE;07 Jun 18 - 00:07;07 Jun 18 - 00:08;301151;TEMP CTL;R WAI VALVE(10DL);;Yes;CFR;;
;-6186;VN-A690;VJ386;05-LIFT OFF;07 Jun 18 - 04:59;07 Jun 18 - 05:00;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6186;VN-A690;VJ386;05-LIFT OFF;07 Jun 18 - 04:59;07 Jun 18 - 05:00;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6183;VN-A690;VJ246;02-ENG START;07 Jun 18 - 08:34;07 Jun 18 - 08:35;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6179;VN-A690;VJ228;02-ENG START;07 Jun 18 - 14:16;07 Jun 18 - 14:32;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6179;VN-A690;VJ228;02-ENG START;07 Jun 18 - 14:16;07 Jun 18 - 14:32;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6178;VN-A690;VJ223;02-ENG START;07 Jun 18 - 16:43;07 Jun 18 - 18:18;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6178;VN-A690;VJ223;02-ENG START;07 Jun 18 - 16:43;07 Jun 18 - 18:18;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6170;VN-A690;VJ374;02-ENG START;08 Jun 18 - 08:35;08 Jun 18 - 08:36;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6170;VN-A690;VJ374;02-ENG START;08 Jun 18 - 08:35;08 Jun 18 - 08:36;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6167;VN-A690;VJ224;02-ENG START;08 Jun 18 - 12:38;08 Jun 18 - 12:43;231133;CFDS;NO HF 2 DATA;;No;CFR;;
;-6167;VN-A690;VJ224;02-ENG START;08 Jun 18 - 12:38;08 Jun 18 - 12:43;237300;SDCU;OBRM/ CIDS(101RH)-SDF1/;;No;CFR;;
;-6163;VN-A690;VJ433;02-ENG START;09 Jun 18 - 00:11;09 Jun 18 - 00:12;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6160;VN-A690;VJ453;02-ENG START;09 Jun 18 - 04:37;09 Jun 18 - 04:38;231133;CFDS;NO HF 1 DATA;;No;CFR;;
;-6154;VN-A690;VJ801;06-CRUISE;10 Jun 18 - 02:38;10 Jun 18 - 02:39;231133;HF 1;CPLR1(4RE1);;No;CFR;;
;-6151;VN-A690;VJ813;06-CRUISE;10 Jun 18 - 08:21;10 Jun 18 - 08:22;344333;CFDS;NO TCAS DATA;;No;CFR;;
;-6147;VN-A690;VJ370;02-ENG START;10 Jun 18 - 23:25;10 Jun 18 - 23:27;231133;CFDS;NO HF 2 DATA;;No;CFR;;
